name,description,symptoms,treating,causes/preventing,common state,link
Abdominal aortic aneurysm,An abdominal aortic aneurysm (AAA) is a swelling (aneurysm) of the aorta. The aorta is the main blood vessel that supplies blood to your body. An AAA can be dangerous if it isn't spotted early on. Men aged 65 and over are most at risk of AAAs.,"AAAs don't usually cause any obvious symptoms. They are often only picked up during screening or tests carried out for another reason.

Some people with an AAA have:
- a pulsing sensation in the tummy (like a heartbeat)
- tummy pain that doesn't go away
- lower back pain that doesn't go away

If an AAA bursts, it can cause:
- sudden, severe pain in the tummy or lower back
- dizziness
- sweaty, pale and clammy skin
- a fast heartbeat
- shortness of breath
- fainting or passing out","The recommended treatment for an AAA depends on how big it is.

Treatment isn't always needed straight away if the risk of an AAA bursting is low.

Treatment for a:
- small AAA (3cm to 4.4cm across) - ultrasound scans are recommended every year to check if it's getting bigger; you'll be advised about healthy lifestyle changes to help stop it growing
- medium AAA (4.5cm to 5.4cm) - ultrasound scans are recommended every three months to check if it's getting bigger; you'll also be advised about healthy lifestyle changes
- large AAA (5.5cm or more) - surgery to stop it getting bigger or bursting is usually recommended

Ask your doctor if you're not sure what size your AAA is.","An AAA can form if the sides of the aorta weaken and balloon outwards. It's not always clear why this happens, but there are things that increase the risk.

People at a higher risk of getting an AAA include:

- men aged 65 or over - AAAs are up to six times more common in men than women, and the risk of getting one goes up as you get older
- people who smoke - if you smoke or used to smoke, you're up to 15 times more likely to get an AAA
- people with high blood pressure - high blood pressure can double your risk of getting an AAA
- people with a parent, sibling or child with an AAA - you're about four times more likely to get an AAA if a close relative has had one

Speak to your GP if you're worried you may be at risk of an AAA. They may suggest having a scan to check if you have one and making healthy lifestyle changes to reduce your risk of an AAA.",FALSE,https://www.nidirect.gov.uk/conditions/abdominal-aortic-aneurysm
Abscess,"An abscess is a painful collection of pus, usually caused by a bacterial infection. Abscesses can develop anywhere in the body. See your GP if you think you may have one. They usually won’t get better without treatment.","The symptoms of an abscess depend on where it develops in your body.

#Skin abscesses
Signs of a skin abscess can include:
- a smooth swelling under your skin that can feel hard or firm
- pain and tenderness in the affected area
- warmth and redness in the affected area
- a visible build-up of white or yellow pus under the skin in the affected area
- a high temperature (fever)
- chills

A boil is a common example of a skin abscess.

#Internal abscesses
Abscesses that develop inside an organ or in the spaces between organs can be more difficult to identify than skin abscesses.

The symptoms can be vague. There may be no obvious external signs of a problem.

The symptoms of an internal abscess can also vary. This depends on exactly where in the body the abscess develops.

For example, a liver abscess may cause jaundice, while an abscess in or near the lungs may cause a cough or shortness of breath.

General symptoms of an internal abscess can include:
- discomfort in the area of the abscess
- fever
- increased sweating
- feeling sick
- vomiting
- chills
- pain or swelling in your tummy (abdomen)
- loss of appetite and weight loss
- extreme tiredness (fatigue)
- diarrhoea or constipation","A small skin abscess may drain naturally, or simply shrink, dry up and disappear without any treatment.

Larger abscesses may need to be treated with antibiotics to clear the infection. The pus may need to be drained.

This will usually be done either by inserting a needle through your skin or by making a small incision in the skin over the abscess.","Most skin abscesses are caused by bacteria getting into a minor wound, the root of a hair or a blocked oil or sweat gland.

Ensuring that your skin is clean, healthy and largely free of bacteria can help reduce the risk of skin abscesses developing.

You can reduce the risk of bacteria spreading by:
- washing your hands regularly
- encouraging people in your family to wash their hands regularly
- using separate towels and not sharing baths
- waiting until your skin abscess is fully treated and healed before using any communal equipment, such as gym equipment, saunas or swimming pools

Don't squeeze the pus out of the abscess yourself. This is because this can easily spread the bacteria to other areas of your skin.

If you use tissues to wipe any pus away from your abscess, dispose of them straight away to avoid germs spreading. Wash your hands after you've disposed of the tissues.

Take care when shaving your face, legs, underarm areas or bikini area to avoid nicking your skin. Clean any wounds immediately.

Don't share razors or toothbrushes.

It may also help to reduce your risk of skin abscesses by:
- maintaining a healthy, balanced diet 
- losing weight if you're overweight or obese
- stopping smoking

It's difficult to prevent internal abscesses, as they're often complications of other conditions.",FALSE,https://www.nidirect.gov.uk/conditions/abscess
Acanthosis nigricans,"Acanthosis nigricans is the name for dry, dark patches of skin that usually appear in the armpits, neck or groin. It could be a sign of an underlying condition, so it needs to be checked by a GP.","The main symptom of acanthosis nigricans is patches of skin that are darker and thicker than usual. The patches often appear gradually without any other symptoms.

These patches:
- can appear anywhere on the body 
- are dry and feel similar to velvet
- are most common in skin folds, such as the armpits, neck or groin
- can have tiny growths on the patches
- can sometimes itch","Once your GP knows what's causing the condition, they can recommend the best treatment.

The skin patches should fade over time once the cause is treated.

If you're very overweight, your GP may recommend losing weight.

Depending on the cause, they may also recommend:
- medicine to balance your hormones
- medicine to balance your insulin levels
- changing your medicine to one that doesn't cause the patches

There's no specific treatment for the skin patches.

A skin specialist (dermatologist) may be able to suggest treatments to improve their appearance. But finding and treating the cause is usually recommended first.","The most common cause of acanthosis nigricans is being very overweight.

Other causes include:
- type 2 diabetes
- conditions that affect hormone levels - such as Cushing's syndrome, -polycystic ovary syndrome or an underactive thyroid
- taking certain medicines - including steroids or hormone treatments like the contraceptive pill
- in rare cases, cancer - usually stomach cancer
- in rare cases, a faulty gene inherited from your parents

Sometimes acanthosis nigricans happens in healthy people with no other conditions. This is more common in people with dark skin.",FALSE,https://www.nidirect.gov.uk/conditions/acanthosis-nigricans
Achalasia,"Achalasia is a rare disorder of the food pipe (oesophagus). This can make it difficult to swallow food and drink. Symptoms of achalasia may start at any time of life, (see symptoms section below). If your GP thinks you have achalasia, you will be referred to hospital for tests.

Normally, the muscles of the oesophagus contract to squeeze food along towards the stomach. A ring of muscle at the end of the food pipe then relaxes to let food into the stomach.

In achalasia, the muscles in the oesophagus don't contract correctly and the ring of muscle can fail to open properly, or doesn't open at all. Food and drink cannot pass into the stomach and becomes stuck. It is often brought back up.","Not everyone with achalasia will have symptoms.

But most people with achalasia will find it difficult to swallow food or drink (known as dysphagia). Swallowing tends to get gradually more difficult or painful over a couple of years, to the point where it is sometimes impossible.

Other symptoms include:
- bringing back up undigested food
- choking and coughing fits
- heartburn
- chest pain
- repeated chest infections
- drooling of vomit or saliva
- gradual but significant weight loss

Symptoms of achalasia may start at any time of life.

Long-term untreated achalasia very slightly increases the risk of developing cancer of the oesophagus. This means it is important to tell your GP if you have symptoms of achalasia, even if your symptoms are not bothering you. The earlier the condition is diagnosed and treated, the lower the risk.","There is no cure for achalasia, but treatment can help relieve the symptoms and make swallowing easier.

Your doctors will talk to you about the risks and benefits of the different treatment options. Treatment options include:

- medication - medicine can help to relax the muscles in your oesophagus - this makes swallowing easier and less painful for some people, although it doesn't work for everyone
- stretching the muscle (balloon dilation) - under a sedative or general anaesthetic, a balloon is passed into the oesophagus using a long, thin flexible tube (endoscope) - the balloon is then inflated to help stretch the ring of muscle that lets food into your stomach
- Botox injection - using an endoscope, Botox is injected into the ring of muscle that lets food into your stomach, causing it to relax - it is usually effective for a few months and occasionally for a few years, but it has to be repeated
- surgery - under general anaesthetic, the muscle fibres in the ring of muscle that lets food into your stomach are cut - it can permanently make swallowing easier

#Follow-up treatment
Balloon dilation and surgery can both cause side effects such as acid reflux and heartburn and chest pain. Your GP may be able to prescribe medication to help with this, and your surgeon may suggest you take this medication routinely.

It's normal for chest pain to persist for a while after treatment. Drinking cold water may help relieve this.

You should see your GP if you still have problems with swallowing or are continuing to lose weight after treatment.","Achalasia is thought to happen when the nerves in the oesophagus become damaged and stop working properly. This is why the muscles and ring of muscle don't work. The exact cause of this is unknown.

In some people, it may be linked to a viral infection. It may also be linked with having an autoimmune condition, where the body's immune system attacks healthy cells, tissue and organs.

In very rare cases, achalasia may run in families.",FALSE,https://www.nidirect.gov.uk/conditions/achalasia
Acoustic neuroma (vestibular schwannoma),An acoustic neuroma is a type of non-cancerous (benign) nerve tumour. It's also known as a vestibular schwannoma. They are most common in adults aged 30-60. You should see your GP if you persistent symptoms like those of an acoustic neuroma (see symptoms section below).,"An acoustic neuroma may not cause any obvious symptoms at first.

Any symptoms tend to develop gradually and often include:
- hearing loss that usually only affects one ear
- tinnitus (hearing sounds that come from inside the body)
- vertigo (the sensation that you're moving or spinning)

A large acoustic neuroma can also sometimes cause:
- persistent headaches
- temporary blurred or double vision
- numbness, pain or weakness on one side of the face
- problems with limb co-ordination (ataxia) on one side of the body
- a hoarse voice or difficulty swallowing","There are several different treatment options for an acoustic neuroma, depending on the size and position of your tumour, how fast it's growing and your general health.

The main options are:
- monitoring the tumour with regular MRI scans
- brain surgery
- stereotactic radiosurgery

Speak to your specialist about the best option for you and what the benefits and risks of each option are.","An acoustic neuroma is a type of non-cancerous (benign) tumour that grows on a nerve close to the brain. A benign tumour is a growth that usually grows slowly over many years and doesn't spread to other parts of the body.

Acoustic neuromas grow on the nerve used for hearing and balance, causing problems such as hearing loss and unsteadiness. They can be serious if they become very large, but most are picked up and treated before they reach this stage.

Acoustic neuromas have no obvious cause, although a small number of cases are the result of a genetic condition called neurofibromatosis type 2 (NF2).",FALSE,https://www.nidirect.gov.uk/conditions/acoustic-neuroma-vestibular-schwannoma
Actinic keratoses (solar keratoses),"Actinic keratoses (solar keratoses) are rough patches of skin caused by damage from years of sun exposure. They aren't usually a serious problem and can go away on their own. It's important to get them checked as there's a chance they might turn into skin cancer at some point.
Contents","Actinic keratoses usually appear on skin that's exposed to the sun.

Common places to get them are the:
- face
- forearms
- hands
- scalp
- ears
- lower legs

The patches can be:
- red, pink, brown or skin-coloured
- rough or scaly (like sandpaper)
- flat or stick out from the skin (similar to warts)
- a few millimetres to a few centimetres across
- sore or itchy","Talk to your GP about the treatment options for actinic keratoses.

Sometimes they may just suggest that you check the patches regularly and come back if they start to grow quickly, hurt or bleed.

If the patches cause problems (for example, they're unsightly or sore) or your doctor is concerned they could turn into cancer, they may suggest treatment or referral to a skin specialist.

The right treatment for you depends on how many patches you have, where they are and what they look like. Ask about the benefits and risks (such as side effects or scarring) of each option.","If you have actinic keratoses, it's very important to protect your skin from the sun.

This can reduce the risk of more patches appearing. It may also help reduce your risk of getting skin cancer.

To protect yourself from the sun:
- cover your skin with clothes and a hat during the summer months
- apply sunscreen with a sun protection factor (SPF) of at least 15 before going out into the sun
- try to stay inside or in the shade when the sun is at its strongest (between 11am and 3pm)

It may also help to use moisturising creams (emollients) on your skin every day to stop it becoming dry.",FALSE,https://www.nidirect.gov.uk/conditions/actinic-keratoses-solar-keratoses
Acute cholecystitis,"Acute cholecystitis is inflammation of the gallbladder. It usually, but not always, occurs when a gallstone blocks the cystic duct. Acute cholecystitis is potentially serious. It usually needs to be treated in hospital.
","Gallstones are small stones that form in the gallbladder. They are formed from bile. This is a substance stored in the gallbladder and released into the gut. It helps to digest the fats we eat in food.

Bile contains a mixture of salts, cholesterol and bilirubin. Bilirubin is formed by the breakdown of red blood cells in the body.

Gallstones usually (but not always) develop when cholesterol levels in the bile are too high, and excess cholesterol turns into stones.

Gallstones are very common. They don't usually cause symptoms, but they can occasionally cause episodes of pain (biliary colic) or acute cholecystitis.

The main symptom of acute cholecystitis is a sudden sharp pain in the upper right-hand side of your tummy (abdomen). This pain spreads towards your right shoulder.

Unlike other types of abdominal pain, the pain of acute cholecystitis is usually persistent. The pain doesn't usually go away within a few hours.

Some people may have other symptoms, such as:
- a high temperature (fever)
- nausea and vomiting
- sweating
- loss of appetite
- yellowing of the skin and the whites of the eyes (jaundice)
- a bulge in the abdomen","If you're diagnosed with acute cholecystitis, you'll probably need to be admitted to hospital for treatment.

After initial treatment, any gallstones that may have caused acute cholecystitis usually fall back into the gallbladder. The inflammation will often calm down.

#Surgery
Removing your gallbladder may be recommended at some point after initial treatment. This is to prevent acute cholecystitis recurring. This is also to reduce your risk of developing potentially serious complications. 

The consultant surgeon at the hospital will discuss with you whether surgery is the best option.

Although some people who've had their gallbladder removed have reported symptoms of bloating and diarrhoea after eating certain foods, it's possible to lead a perfectly normal life without a gallbladder.

The organ is useful, but it's not essential.","It isn't always possible to prevent acute cholecystitis. You can lower your risk of developing it by reducing your risk of getting gallstones.

One of the main things you can do to lower your chances of getting gallstones is to adopt a healthy, balanced diet.  Also reducing the number of high-cholesterol foods you eat, as cholesterol is thought to contribute to the formation of gallstones.

Being overweight, particularly being obese, also increases your risk of developing gallstones. Having a healthy diet and exercise regularly is important to help maintain good health.

Low-calorie rapid weight loss diets should be avoided. A more gradual weight loss plan is best.",FALSE,https://www.nidirect.gov.uk/conditions/acute-cholecystitis#toc-4
Age-related macular degeneration (AMD),"Age-related macular degeneration (AMD) is a common condition that affects the middle part of your vision. It usually first affects people in their 50s and 60s. It doesn't cause total blindness but it can make everyday activities, like reading, difficult. See an optician if you're worried about your vision.","The first symptom is often a blurred or distorted area in your vision. If it gets worse, you might struggle to see anything in the middle of your vision.

AMD can make some tasks difficult, like:
- reading
- watching TV
- driving
- recognising faces

Other symptoms include:
- seeing straight lines as wavy or crooked
- objects looking smaller than normal
- colours seeming less bright than they used to
- seeing things that aren't there (hallucinations)

AMD isn't painful and doesn't affect the appearance of your eyes. Sometimes AMD may be found during a routine eye test before you have symptoms.","Treatment depends on the type of AMD you have. The health professional looking after your care will recommend the best course of treatment for you depending on your diagnosis. Treatment for the types include:

- dry AMD - there's no treatment, but vision aids can help reduce the effect on your life

- wet AMD - you may need regular eye injections and, very occasionally, a light treatment called ""photodynamic therapy"" to stop your vision getting worse","AMD affects the middle part of your vision, not the edges (peripheral vision). You can get it in one eye or both.

The exact cause of AMD is unknown. It's been linked to:
- smoking
- high blood pressure
- being overweight
- having a family history of AMD

Without treatment, your vision may get worse. This can happen gradually over several years (dry AMD), or quickly over a few weeks or months (wet AMD).",FALSE,https://www.nidirect.gov.uk/conditions/age-related-macular-degeneration-amd#toc-4
Autism spectrum disorder,"Autism spectrum disorder (ASD) is a lifelong condition that affects a person's social interaction, communication, interests and behaviour. Signs of ASD are present from childhood. See your GP or health visitor if you notice signs of ASD in your child, or you're concerned about their development, (see section below).",The main features of autism spectrum disorder (ASD) are problems with social communication and interaction.,"If you're caring for someone else, it's important to look after yourself and get as much help as possible. It's in your best interests and those of the person you care for.","The exact cause of ASD is unknown. It's thought that several complex genetic and environmental factors are involved.

In the past, some people mistakenly believed the MMR vaccine caused ASD.

But this has been investigated extensively in a number of major studies around the world, involving millions of children, and researchers have found no evidence of a link between MMR and ASD.",FALSE,https://www.nidirect.gov.uk/conditions/autism-spectrum-disorder-asd
Bad breath (halitosis),"Bad breath is a common problem that can affect anyone at any age. About one in four people are thought to have bad breath (halitosis) on a regular basis. Improving your oral hygiene is usually enough to cure bad breath and stop it happening again, (see ‘preventing bad breath’ below).","See your dentist, dental hygienist or dental therapist first if you still have bad breath after making changes to improve your dental hygiene.

You may also need to visit your GP as there may be a medical cause that needs to be investigated.

Don't try to hide the smell of your breath when seeking medical advice. This is because it may make it more difficult to find out what's causing the problem

It's not always easy to tell if you have bad breath. Other people may notice it first, but they could feel uncomfortable telling you.

A simple test to find out whether you have bad breath is to lick the inside of your wrist with the back of your tongue.

You should wait a few seconds until the saliva dries. If your wrist smells unpleasant, it's likely your breath does, too.","Improving your oral hygiene is usually enough to cure bad breath and stop it happening again.

To improve your oral health, make sure you:

floss between your teeth daily
brush your teeth and gums regularly
clean your tongue regularly
You should visit your dentist for regular check-ups. Having regular dental check-ups will make sure any plaque and calculus - previously known as tartar - is removed from your teeth, particularly in areas that are difficult to reach.

Your dentist can recommend the best way to clean your teeth and gums, and point out areas you might be missing. They can also identify any signs of gum disease and make sure early treatment.","There are a number of things that can cause bad breath. It's usually the result of poor oral hygiene. If bacteria build up in your mouth, the toxins produced can cause your breath to smell.

Bacteria break down pieces of food in the mouth, and may release an unpleasant-smelling gas. Any food trapped on your teeth - particularly between them - is broken down by bacteria. This may cause bad breath.

Persistent bad breath can sometimes be a sign of gum disease. Eating strongly flavoured foods, such as onions and garlic, can also cause your breath to smell.   Smoking and drinking alcohol can also cause your breath to smell.

Occasionally, bad breath can occur after an infection or illness, or as a result of taking certain types of medication.",FALSE,https://www.nidirect.gov.uk/conditions/bad-breath-halitosis
